MANDT;VBELN;POSNR;MATNR;MATWA;PMATN;CHARG;MATKL;ARKTX;PSTYV;POSAR;LFREL;FKREL;UEPOS;GRPOS;ABGRU;PRODH;PRODH_UNIV_SALES_PARNT_NODID;PRODH_UNIV_SALES_DET_ORIGIN;PRODH_UNIV_BATDET_PARNT_NODID;PRODH_UNIV_BATDET_DET_ORIGIN;ZWERT;ZMENG;ZIEME;UMZIZ;UMZIN;MEINS;SMENG;ABLFZ;ABDAT;ABSFZ;POSEX;KDMAT;KBVER;KEVER;VKGRU;VKAUS;GRKOR;FMENG;UEBTK;UEBTO;UNTTO;FAKSP;ATPKZ;RKFKF;SPART;GSBER;NETWR;WAERK;ANTLF;KZTLF;CHSPL;KWMENG;LSMENG;KBMENG;KLMENG;VRKME;UMVKZ;UMVKN;BRGEW;NTGEW;GEWEI;VOLUM;VOLEH;VBELV;POSNV;VGBEL;VGPOS;VOREF;UPFLU;ERLRE;LPRIO;WERKS;LGORT;VSTEL;ROUTE;STKEY;STDAT;STLNR;STPOS;AWAHR;ERDAT;ERNAM;ERZET;TAXM1;TAXM2;TAXM3;TAXM4;TAXM5;TAXM6;TAXM7;TAXM8;TAXM9;VBEAF;VBEAV;VGREF;NETPR;KPEIN;KMEIN;SHKZG;SKTOF;MTVFP;SUMBD;KONDM;KTGRM;BONUS;PROVG;EANNR;PRSOK;BWTAR;BWTEX;XCHPF;XCHAR;LFMNG;STAFO;WAVWR;KZWI1;KZWI2;KZWI3;KZWI4;KZWI5;KZWI6;STCUR;AEDAT;EAN11;FIXMG;PRCTR;MVGR1;MVGR2;MVGR3;MVGR4;MVGR5;KMPMG;SUGRD;SOBKZ;VPZUO;PAOBJNR;PS_PSP_PNR;AUFNR;VPMAT;VPWRK;PRBME;UMREF;KNTTP;KZVBR;SERNR;OBJNR;ABGRS;BEDAE;CMPRE;CMTFG;CMPNT;CMKUA;CUOBJ;CUOBJ_CH;CEPOK;KOUPD;SERAIL;ANZSN;NACHL;MAGRV;MPROK;VGTYP;PROSA;UEPVW;KALNR;KLVAR;SPOSN;KOWRR;STADAT;EXART;PREFE;KNUMH;CLINT;CHMVS;STLTY;STLKN;STPOZ;STMAN;ZSCHL_K;KALSM_K;KALVAR;KOSCH;UPMAT;UKONM;MFRGR;PLAVO;KANNR;CMPRE_FLT;ABFOR;ABGES;J_1BCFOP;J_1BTAXLW1;J_1BTAXLW2;J_1BTXSDC;WKTNR;WKTPS;SKOPF;KZBWS;WGRU1;WGRU2;KNUMA_PI;KNUMA_AG;KZFME;LSTANR;TECHS;MWSBP;BERID;PCTRF;LOGSYS_EXT;J_1BTAXLW3;J_1BTAXLW4;J_1BTAXLW5;STOCKLOC;SLOCTYPE;MSR_RET_REASON;MSR_REFUND_CODE;MSR_APPROV_BLOCK;NRAB_KNUMH;TRMRISK_RELEVANT;SGT_RCAT;VBKD_POSNR;VEDA_POSNR;HANDOVERLOC;EXT_REF_ITEM_ID;HANDOVERDATE;HANDOVERTIME;TC_AUT_DET;MANUAL_TC_REASON;FISCAL_INCENTIVE;TAX_SUBJECT_ST;FISCAL_INCENTIVE_ID;SPCSTO;REVACC_REFID;REVACC_REFTYPE;_DATAAGING;ABSTA;BESTA;CMPPI;CMPPJ;COSTA;DCSTA;FKSAA;FSSTA;GBSTA;LFGSA;LFSTA;LSSTA;MANEK;RFGSA;RFSTA;UVALL;UVFAK;UVPRS;UVVLK;UVP01;UVP02;UVP03;UVP04;UVP05;WBSTA;EMCST;SLCST;TOTAL_LCCST;PCSTA;DGSTA;SDSSTA;DP_CLEAR_STA_ITM;CMTD_DELIV_DATE;CMTD_DELIV_CREADATE;CMTD_DELIV_QTY_SU;REQQTY_BU;HANDLE;PBS_STATE;IFRS15_RELEVANCE;IFRS15_TOTAL_SSP;REVFP;CAPPED_NET_AMOUNT;CAPPED_NET_AMOUNT_ALERT_THLD;CATS_OVERTIME_CATEGORY;SESSION_CREATION_DATE;SESSION_CREATION_TIME;ORIGINAL_PLANT;ATP_ABC_SUBSTITUTION_STATUS;DUMMY_SLSDOCITEM_INCL_EEW_PS;PO_QUAN;PO_UNIT;MILL_SE_GPOSN;MILL_BATCH_SEL_F;CPD_UPDAT;ZAPCGKI;APCGK_EXTENDI;ZABDATI;AUFPL_OLC;APLZL_OLC;AD01PROFNR;ADMOI;ADICC;ADPRI;ADDNS;ADACN;LABSG;FABSG;PR_L_L;PR_F_F;PR_F_L;FERC_IND;FSH_SEASON_YEAR;FSH_SEASON;FSH_COLLECTION;FSH_THEME;FSH_CRSD;FSH_SEAREF;FSH_CANDATE;FSH_PSM_PFM_SPLIT;FSH_VAS_REL;FSH_VAS_PRNT_ID;FSH_TRANSACTION;FSH_ITEM_GROUP;FSH_ITEM;FSH_VASREF;FSH_GRID_COND_REC;FSH_PQR_UEPOS;RFM_SCC_INDICATOR;KOSTL;FONDS;FISTL;FKBER;GRANT_NBR;BUDGET_PD;IUID_RELEVANT;EQUNR;EQART;J_3GLVART;J_3GDATVO;J_3GDATBI;J_3GBELNRI;J_3GPOSNRI;PRS_OBJNR;PRS_SD_SPSNR;PRS_WORK_PERIOD;TAS;BETC;MOD_ALLOW;CANCEL_ALLOW;PAY_METHOD;BPN;REP_FREQ;FMFGUS_KEY;RFM_PSST_RULE;RFM_PSST_GROUP;PARGB;AUFPL_OAA;APLZL_OAA;VLCENDCU;WRF_CHARSTC1;WRF_CHARSTC2;WRF_CHARSTC3;ARSNUM;ARSPOS;WTYSC_CLMITEM
100;80;10;MZ-FG-M525;MZ-FG-M525;;;ZMTN;M525 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;31740;USD;0;;;20;20;20;20;ST;1;1;300;140;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:20;0;;;;;;;;;0;0;;1587;1;ST;;X;02;;;;;;;X;;;;;0;;22380.2;31740;31740;31740;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;;831;;;;;;0;;;;;;011;1587;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;1587.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;20;0EB063A8AB041ED7AD808DDA0282618E;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:20;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;81;10;MZ-FG-M525;MZ-FG-M525;;;ZMTN;M525 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;157113;USD;0;;;99;99;99;99;ST;1;1;1.485;693;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:20;0;;;;;;;;;0;0;;1587;1;ST;;X;02;;;;;;;X;;;;;0;;110781.99;157113;157113;157113;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;;834;;;;;;0;;;;;;011;1587;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;1587.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;99;0EB063A8AB041ED7AD808DDA0287A18E;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:20;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;82;10;MZ-FG-M525;MZ-FG-M525;;;ZMTN;M525 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;244398;USD;0;;;154;154;154;154;ST;1;1;2.310;1078;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:21;0;;;;;;;;;0;0;;1587;1;ST;;X;02;;;;;;;X;;;;;0;;172327.54;244398;244398;244398;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;;837;;;;;;0;;;;;;011;1587;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;1587.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;154;0EB063A8AB041ED7AD808E0012C7C18E;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:21;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;83;10;MZ-FG-M525;MZ-FG-M525;;;ZMTN;M525 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;79350;USD;0;;;50;50;50;50;ST;1;1;750;350;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:21;0;;;;;;;;;0;0;;1587;1;ST;;X;02;;;;;;;X;;;;;0;;55950.5;79350;79350;79350;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;;840;;;;;;0;;;;;;011;1587;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;1587.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;50;0EB063A8AB041ED7AD808E0012CD618E;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:21;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;84;10;MZ-FG-M525;MZ-FG-M525;;;ZMTN;M525 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;3174;USD;0;;;2;2;2;2;ST;1;1;30;14;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:22;0;;;;;;;;;0;0;;1587;1;ST;;X;02;;;;;;;X;;;;;0;;2238.02;3174;3174;3174;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;;843;;;;;;0;;;;;;011;1587;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;1587.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;2;0EB063A8AB041ED7AD808E0012D2A18E;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:22;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;85;10;MZ-FG-M550;MZ-FG-M550;;;ZMTN;M550 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;11676;USD;0;;;3;3;3;3;ST;1;1;45;21;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:22;0;;;;;;;;;0;0;;3892;1;ST;;X;02;;;;;;;X;;;;;0;;8526.06;11676;11676;11676;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;1;846;;;;;;0;;;;;SFS;KSV;3892;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;3892.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;3;0EB063A8AB041ED7AD808E0012D8418E;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:22;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;86;10;MZ-FG-M550;MZ-FG-M550;;;ZMTN;M550 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;89516;USD;0;;;23;23;23;23;ST;1;1;345;161;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:22;0;;;;;;;;;0;0;;3892;1;ST;;X;02;;;;;;;X;;;;;0;;65366.46;89516;89516;89516;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;1;849;;;;;;0;;;;;SFS;KSV;3892;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;3892.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;23;0EB063A8AB041ED7AD808E0012DD818E;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:22;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;87;10;MZ-FG-M550;MZ-FG-M550;;;ZMTN;M550 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;15568;USD;0;;;4;4;4;4;ST;1;1;60;28;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:23;0;;;;;;;;;0;0;;3892;1;ST;;X;02;;;;;;;X;;;;;0;;11368.08;15568;15568;15568;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;1;852;;;;;;0;;;;;SFS;KSV;3892;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;3892.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;4;0EB063A8AB041ED7AD808E2656A7219A;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:23;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;88;10;MZ-FG-M550;MZ-FG-M550;;;ZMTN;M550 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;3892;USD;0;;;1;1;1;1;ST;1;1;15;7;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:23;0;;;;;;;;;0;0;;3892;1;ST;;X;02;;;;;;;X;;;;;0;;2842.02;3892;3892;3892;0;0;0;1.00000;;;;US10_PLM;;;;;;0;;;1;855;;;;;;0;;;;;SFS;KSV;3892;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;3892.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;1;0EB063A8AB041ED7AD808E2656ACC19A;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:23;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;89;10;MZ-FG-R100;MZ-FG-R100;;;ZRACING;R100 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;565;USD;0;;;1;1;1;1;ST;1;1;15;7;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:24;0;;;;;;;;;0;0;;565;1;ST;;X;02;;;;;;;X;;;;;0;;457.63;565;565;565;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;858;;;;;;0;;;;;SFS;KSV;565;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;565.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;1;0EB063A8AB041ED7AD808E2656B2019A;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:24;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;90;10;MZ-FG-R100;MZ-FG-R100;;;ZRACING;R100 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;565;USD;0;;;1;1;1;1;ST;1;1;15;7;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:24;0;;;;;;;;;0;0;;565;1;ST;;X;02;;;;;;;X;;;;;0;;457.63;565;565;565;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;861;;;;;;0;;;;;SFS;KSV;565;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;565.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;1;0EB063A8AB041ED7AD808E2656B7419A;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:24;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;91;10;MZ-FG-R100;MZ-FG-R100;;;ZRACING;R100 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;1695;USD;0;;;3;3;3;3;ST;1;1;45;21;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:25;0;;;;;;;;;0;0;;565;1;ST;;X;02;;;;;;;X;;;;;0;;1372.89;1695;1695;1695;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;864;;;;;;0;;;;;SFS;KSV;565;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;565.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;3;0EB063A8AB041ED7AD808E4CCC1BC1A9;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:25;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;92;10;MZ-FG-R100;MZ-FG-R100;;;ZRACING;R100 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;5650;USD;0;;;10;10;10;10;ST;1;1;150;70;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:25;0;;;;;;;;;0;0;;565;1;ST;;X;02;;;;;;;X;;;;;0;;4576.3;5650;5650;5650;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;867;;;;;;0;;;;;SFS;KSV;565;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;565.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;10;0EB063A8AB041ED7AD808E4CCC2101A9;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:25;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;93;10;MZ-FG-R100;MZ-FG-R100;;;ZRACING;R100 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;2260;USD;0;;;4;4;4;4;ST;1;1;60;28;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:25;0;;;;;;;;;0;0;;565;1;ST;;X;02;;;;;;;X;;;;;0;;1830.52;2260;2260;2260;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;870;;;;;;0;;;;;SFS;KSV;565;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;565.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;4;0EB063A8AB041ED7AD808E4CCC2641A9;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:25;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;94;10;MZ-FG-R100;MZ-FG-R100;;;ZRACING;R100 BIKE;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;11300;USD;0;;;20;20;20;20;ST;1;1;300;140;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:26;0;;;;;;;;;0;0;;565;1;ST;;X;02;;;;;;;X;;;;;0;;9152.6;11300;11300;11300;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;873;;;;;;0;;;;;SFS;KSV;565;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;565.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;20;0EB063A8AB041ED7AD808E4CCC2B81A9;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:26;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;95;10;MZ-FG-R200;MZ-FG-R200;;;ZRACING;R200 Bike;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;83517;USD;0;;;21;21;21;21;ST;1;1;143.850;105;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:26;0;;;;;;;;;0;0;;3977;1;ST;;X;02;;;03;;;;X;;;;;0;;65104.62;83517;83517;83517;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;876;;;;;;0;;;;;SFS;KSV;3977;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;3977.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;21;0EB063A8AB041ED7AD808E730F7981AA;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:27;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;96;10;MZ-FG-R200;MZ-FG-R200;;;ZRACING;R200 Bike;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;7954;USD;0;;;2;2;2;2;ST;1;1;13.700;10;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:27;0;;;;;;;;;0;0;;3977;1;ST;;X;02;;;03;;;;X;;;;;0;;6200.44;7954;7954;7954;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;879;;;;;;0;;;;;SFS;KSV;3977;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;3977.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;2;0EB063A8AB041ED7AD808E730F7EC1AA;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:27;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
100;97;10;MZ-FG-R200;MZ-FG-R200;;;ZRACING;R200 Bike;TAN;;;A;0;0;;;;;;;0;0;ST;1;1;ST;0;0;;0;;;0;0;;;0;;;0;0;;;;00;;51701;USD;0;;;13;13;13;13;ST;1;1;89.050;65;KG;0;;;0;;0;;;;0;1710;;1710;;;;;0;100;18.10.2017;S4H_CO;13:01:27;0;;;;;;;;;0;0;;3977;1;ST;;X;02;;;03;;;;X;;;;;0;;40302.86;51701;51701;51701;0;0;0;1.00000;;;;US10_PLR;;;;;;0;;;1;882;;;;;;0;;;;;SFS;KSV;3977;;X;1.00000;0;0;;;;0;;;;;;;0;;;;;;;;0;0;;0;0;;;;;;;;;;;3977.0000000000000000;;0;;;;;;0;;;;;;;;;;0;1710;;S4HCLNT100;;;;;;;;;;;;0;0;;;;00:00:00;;;;;;0;;;;A;;;;;;;;C;C;C;;;;;C;C;C;C;;;;;;;;;;;;;;;;0;13;0EB063A8AB041ED7AD808E730F8461AA;;;0;;0;0;;;00:00:00;;;;0;;0;;10/18/2017 06:01:27;0;0;;0;0;;;0;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;;;;;;;;;;;;;;;0;;;0000000;;;;;;;;;;;;0;0;;;;;0;0;
