MANDT;VBELN;ERDAT;ERZET;ERNAM;ANGDT;BNDDT;AUDAT;VBTYP;TRVOG;AUART;AUGRU;GWLDT;SUBMI;LIFSK;FAKSK;NETWR;WAERK;VKORG;VTWEG;SPART;VKGRP;VKBUR;GSBER;GSKST;GUEBG;GUEEN;KNUMV;VDATU;VPRGR;AUTLF;VBKLA;VBKLT;KALSM;VSBED;FKARA;AWAHR;KTEXT;BSTNK;BSARK;BSTDK;BSTZD;IHREZ;BNAME;TELF1;MAHZA;MAHDT;KUNNR;KOSTL;STAFO;STWAE;AEDAT;KVGR1;KVGR2;KVGR3;KVGR4;KVGR5;KNUMA;KOKRS;PS_PSP_PNR;KURST;KKBER;KNKLI;GRUPP;SBGRP;CTLPC;CMWAE;CMFRE;CMNUP;CMNGV;AMTBL;HITYP_PR;ABRVW;ABDIS;VGBEL;OBJNR;BUKRS_VF;TAXK1;TAXK2;TAXK3;TAXK4;TAXK5;TAXK6;TAXK7;TAXK8;TAXK9;XBLNR;ZUONR;VGTYP;KALSM_CH;AGRZR;AUFNR;QMNUM;VBELN_GRP;SCHEME_GRP;ABRUF_PART;ABHOD;ABHOV;ABHOB;RPLNR;VZEIT;STCEG_L;LANDTX;XEGDR;ENQUEUE_GRP;DAT_FZAU;FMBDAT;VSNMR_V;HANDLE;PROLI;CONT_DG;CRM_GUID;UPD_TMSTMP;MSR_ID;TM_CTRL_KEY;OIPBL;LAST_CHANGED_BY_USER;HANDOVERLOC;EXT_BUS_SYST_ID;EXT_REF_DOC_ID;EXT_REV_TMSTMP;APM_APPROVAL_STATUS;APM_APPROVAL_REASON;APM_REJECTION_REASON;_DATAAGING;ABSTK;BESTK;CMPSC;CMPSD;CMPSI;CMPSJ;CMPSK;CMPS_CM;CMPS_TE;CMGST;COSTA;DCSTK;FKSAK;FMSTK;FSSTK;GBSTK;LFGSK;LFSTK;LSSTK;MANEK;RFGSK;RFSTK;SPSTG;TRSTA;UVALL;UVALS;UVFAK;UVFAS;UVPRS;UVVLK;UVVLS;UVK01;UVK02;UVK03;UVK04;UVK05;UVS01;UVS02;UVS03;UVS04;UVS05;WBSTK;TOTAL_EMCST;TOTAL_SLCST;TOTAL_LCCST;TOTAL_PCSTA;TOTAL_DGSTA;TOTAL_SDSSTA;DP_CLEAR_STA_HDR;DUMMY_SALESDOC_INCL_EEW_PS;ZAPCGKH;APCGK_EXTENDH;ZABDATH;AD01FAREG;AD01BASDOC;LASTVCHR;PSM_BUDAT;FSH_KVGR6;FSH_KVGR7;FSH_KVGR8;FSH_KVGR9;FSH_KVGR10;FSH_REREG;FSH_CQ_CHECK;FSH_VRSN_STATUS;FSH_TRANSACTION;FSH_VAS_CG;FSH_CANDATE;FSH_SS;FSH_OS_STG_CHANGE;J_3GKBAUL;MILL_APPL_ID;TAS;BETC;MOD_ALLOW;CANCEL_ALLOW;PAY_METHOD;BPN;REP_FREQ;LOGSYSB;KALCD;MULTI;SPPAYM;WTYSC_CLM_HDR
100;30;08.10.2017;23:59:34;BPINST;;;08.10.2017;C;0;TA;;;;;;2760;USD;1710;10;00;;;;;;;0000000030;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045305;;;;;;;0;;USCU_S17;;;USD;;;;;;;;A000;;M;A000;USCU_S17;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJ96xh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;31;08.10.2017;23:59:34;BPINST;;;08.10.2017;C;0;TA;;;;;;21960;USD;1710;10;00;;;;;;;0000000031;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045153;;;;;;;0;;USCU_L03;;;USD;;;;;;;;A000;;M;A000;USCU_L03;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJ9KRh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;32;08.10.2017;23:59:34;BPINST;;;08.10.2017;C;0;TA;;;;;;15840;USD;1710;10;00;;;;;;;0000000032;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045214;;;;;;;0;;USCU_L08;;;USD;;;;;;;;A000;;M;A000;USCU_L08;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJ9Xxh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;33;08.10.2017;23:59:35;BPINST;;;08.10.2017;C;0;TA;;;;;;7320;USD;1710;10;00;;;;;;;0000000033;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045245;;;;;;;0;;USCU_S10;;;USD;;;;;;;;A000;;M;A000;USCU_S10;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJ9lRh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;34;08.10.2017;23:59:35;BPINST;;;08.10.2017;C;0;TA;;;;;;4160;USD;1710;10;00;;;;;;;0000000034;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045367;;;;;;;0;;USCU_S06;;;USD;;;;;;;;A000;;M;A000;USCU_S06;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJ9yxh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;35;08.10.2017;23:59:35;BPINST;;;08.10.2017;C;0;TA;;;;;;800;USD;1710;10;00;;;;;;;0000000035;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045428;;;;;;;0;;USCU_S09;;;USD;;;;;;;;A000;;M;A000;USCU_S09;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJAARh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;36;08.10.2017;23:59:35;BPINST;;;08.10.2017;C;0;TA;;;;;;14720;USD;1710;10;00;;;;;;;0000000036;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045336;;;;;;;0;;USCU_L01;;;USD;;;;;;;;A000;;M;A000;USCU_L01;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJANxh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;37;08.10.2017;23:59:35;BPINST;;;08.10.2017;C;0;TA;;;;;;1440;USD;1710;10;00;;;;;;;0000000037;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045489;;;;;;;0;;USCU_S15;;;USD;;;;;;;;A000;;M;A000;USCU_S15;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJAbRh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;38;08.10.2017;23:59:35;BPINST;;;08.10.2017;C;0;TA;;;;;;8480;USD;1710;10;00;;;;;;;0000000038;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045398;;;;;;;0;;USCU_L04;;;USD;;;;;;;;A000;;M;A000;USCU_L04;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9TnJAnRh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;39;08.10.2017;23:59:36;BPINST;;;08.10.2017;C;0;TA;;;;;;9600;USD;1710;10;00;;;;;;;0000000039;09.10.2017;1;;;;Y17J01;01;F2;100;;4500045459;;;;;;;0;;USCU_L10;;;USD;;;;;;;;A000;;M;A000;USCU_L10;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUha9UNjMOxh0;;;;08.10.2017 23:59;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;40;09.10.2017;10:33:54;S4H_SD;;;09.10.2017;C;0;TA;006;;;;;17.55;USD;1710;10;00;;;;;;;0000000084;09.10.2017;1;;;;Y17J01;01;F2;100;;10091701;;;;;;999-654-2356;0;;17100003;;;USD;;;;;;;;A000;;M;A000;17100003;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87kUhcwiLipUJLG;;;;09.10.2017 11:32;;;;S4H_SD;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;41;09.10.2017;11:35:53;S4H_SD;;;09.10.2017;C;0;TA;006;;;;;17.55;USD;1710;10;00;;;;;;;0000000085;09.10.2017;1;;;;Y17J01;01;F2;100;;10091702;;;;;;999-123-5638;0;;17100008;;;USD;;;;;;;;A000;;M;A000;17100008;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87kUhdC0yg2lrgW;;;;19.10.2017 13:00;;;;S4H_SD;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;42;09.10.2017;11:44:38;S4H_SD;;;09.10.2017;C;0;TA;;;;;;17.55;USD;1710;10;00;;;;;;;0000000086;09.10.2017;1;;;;Y17J01;01;F2;100;;10091703;;;;;;999-123-5637;0;;17100009;;;USD;;;;;;;;A000;;M;A000;17100009;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87kUhdETSfMis0W;;;;19.10.2017 13:00;;;;S4H_SD;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;43;09.10.2017;12:57:57;S4H_SD;;;09.10.2017;C;0;TA;006;;;;;52.65;USD;1710;10;00;;;;;;;0000000089;09.10.2017;1;;;;Y17J01;01;F2;100;;10091704;;;;;;999-654-2356;0;;17100003;;;USD;;;;;;;;A000;;M;A000;17100003;;;;USD;;;;0;;;;40;;1710;;;;;;;;;;;;C;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87kUhdYyNcinOyG;;;;09.10.2017 12:58;;;;S4H_SD;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;44;09.10.2017;22:51:23;S4H_SD;;;09.10.2017;C;0;TA;;;;;;175.50;USD;1710;10;00;;;;;;;0000000094;09.10.2017;1;;;;Y17J01;01;F2;100;;POMH100901;;;;;;999-654-2356;0;;17100003;;;USD;;;;;;;;A000;;M;A000;17100003;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUhg8l}WmSkYm;;;;19.10.2017 13:00;;;;S4H_SD;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;45;09.10.2017;23:27:22;BPINST;;;09.10.2017;C;0;TA;;;;;;175.50;USD;1710;10;00;;;;;;;0000000095;09.10.2017;1;;;;Y17J01;01;F2;100;;XYZ;;09.10.2017;;;;999-654-2356;0;;17100003;;;USD;;;;;;;;A000;;M;A000;17100003;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUhgIpOPv1lpW;;;;19.10.2017 13:00;;;;S4H_SD;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;46;09.10.2017;23:30:08;BPINST;;;09.10.2017;C;0;TA;;;;;;35.10;USD;1710;10;00;;;;;;;0000000096;09.10.2017;1;;;;Y17J01;01;F2;100;;XYZ;;09.10.2017;;;;999-654-2356;0;;17100003;;;USD;;;;;;;;A000;;M;A000;17100003;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;2joT4oH87jUhgJaPMLaF{W;;;;19.10.2017 13:00;;;;S4H_SD;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;49;16.10.2017;13:27:19;S4H_SD;;;16.10.2017;C;0;TA;;;;;;67.60;USD;1710;10;00;;;;;;;0000000105;16.10.2017;1;;;;Y17J01;01;F2;100;;16101704;;;;;;999 555 6721;0;;17100001;;;USD;16.10.2017;;;;;;;A000;;M;A000;17100001;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;3h1ZgAi47jUiphT{QupKT0;;;;17.10.2017 09:54;;;;S4H_FIN;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;C;;C;;;C;;;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;50;17.10.2017;11:39:01;S4H_SD;;;17.10.2017;C;0;TA;;;;;;33.80;USD;1710;10;00;;;;;;;0000000110;17.10.2017;1;;;;Y17J01;01;F2;100;;17101701;;;;;;999 555 6721;0;;17100001;;;USD;17.10.2017;;;;;;;A000;;M;A000;17100001;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;3h1ZgAi47jUivVYjvAkd1m;;;;04.02.2020 20:43;;;;S4H_SD_DEM;;;;00.01.1900 00:00;;;;;B;;;;;;;;;;C;;C;;;C;;;;;;;;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
